song_name|song_popularity|song_duration_ms|acousticness|danceability|energy|instrumentalness|key|liveness|loudness|audio_mode|speechiness|tempo|time_signature|audio_valence
Santeria|24|183200|0.0223|0.6729999999999999|0.772|1.23e-06|1|0.141|-5.246|0|0.0427|90.35600000000001|4|0.585
Waterfalls|74|279506|0.311|0.77|0.505|7.4e-05|1|0.0777|-7.345|1|0.0828|171.798|4|0.757
No Diggity|81|304600|0.303|0.868|0.6459999999999999|0.0|1|0.284|-4.6739999999999995|0|0.28800000000000003|88.641|4|0.67
I Don't Want to Miss a Thing|78|298760|0.165|0.38299999999999995|0.662|0.0|2|0.248|-5.162000000000001|1|0.0333|121.154|4|0.138
She's so High|73|224693|0.2|0.537|0.84|2.15e-06|9|0.0998|-4.626|1|0.0363|124.26899999999999|4|0.21100000000000002
When You Say Nothing At All|63|261120|0.7140000000000001|0.509|0.242|0.000365|3|0.127|-13.353|1|0.0291|169.642|4|0.44799999999999995
I Don't Want to Wait - Remastered Version|54|318773|0.315|0.391|0.514|5.87e-06|11|0.0567|-6.398|1|0.0447|177.872|4|0.43700000000000006
Sex & Candy|70|173493|0.23800000000000002|0.67|0.5579999999999999|0.0|2|0.106|-9.158999999999999|1|0.0251|80.51100000000001|4|0.63
Where Is My Mind?|68|231666|0.0177|0.508|0.597|0.0008560000000000001|4|0.091|-8.062999999999999|1|0.0396|81.98200000000001|4|0.185
Lovefool - Radio Edit|75|193893|0.0646|0.64|0.602|0.0|9|0.375|-7.902|1|0.0299|111.87|4|0.951
Kind & Generous|59|241013|0.35|0.593|0.611|0.5329999999999999|3|0.605|-6.773|1|0.0504|93.171|4|0.473
Karma Police|16|264066|0.0626|0.36|0.505|9.22e-05|7|0.172|-9.129|1|0.026000000000000002|74.807|4|0.317
Alive|15|341160|0.00636|0.325|0.83|9.86e-06|2|0.255|-7.615|1|0.0415|74.992|4|0.56
Stellar - acoustic|49|195973|0.519|0.40299999999999997|0.498|0.0|9|0.267|-6.888|1|0.0332|128.192|4|0.35100000000000003
Kryptonite|79|233933|0.006640000000000001|0.545|0.865|1.12e-05|11|0.168|-5.707999999999999|0|0.0286|99.01|4|0.5429999999999999
All For You|66|218706|0.0399|0.631|0.7559999999999999|4.3700000000000005e-05|8|0.0924|-6.377999999999999|1|0.0376|137.039|4|0.6709999999999999
Motorcycle Drive By|58|262626|0.0127|0.42200000000000004|0.5770000000000001|0.0008609999999999999|0|0.0848|-9.292|1|0.0263|122.506|4|0.615
All Apologies|10|157733|0.91|0.743|0.0262|0.0241|4|0.0878|-27.691|1|0.0363|100.053|4|0.33299999999999996
Foolish Games|62|340666|0.9440000000000001|0.298|0.0735|0.000401|5|0.0976|-16.472|1|0.0378|131.045|4|0.174
Where Have All the Cowboys Gone ? - Remastered Version|52|266320|0.11900000000000001|0.68|0.723|7.69e-06|6|0.359|-5.598|0|0.0439|129.012|4|0.6759999999999999
Because The Night [MTV Unplugged Version]|61|223373|0.26|0.408|0.79|0.00027|11|0.765|-8.138|0|0.10300000000000001|122.624|4|0.34700000000000003
Both Hands|51|218800|0.89|0.77|0.115|5.85e-06|7|0.105|-19.668|1|0.0632|138.966|4|0.353
Save Me|55|274493|0.604|0.616|0.34600000000000003|0.00232|10|0.0914|-10.437999999999999|1|0.0304|143.351|4|0.344
You Learn - Live/Unplugged Version|62|261973|0.0639|0.308|0.7809999999999999|1.1599999999999999e-05|0|0.978|-7.0520000000000005|1|0.0746|166.93099999999998|4|0.28300000000000003
Three Marlenas|56|299440|0.0154|0.619|0.584|2.47e-05|8|0.0873|-10.742|1|0.0255|107.28|4|0.5770000000000001
The Times They Are A-Changin' - Live at Sony Music Studios, New York, NY - November 1994|49|348560|0.63|0.39299999999999996|0.41600000000000004|0.007909999999999999|9|0.986|-13.243|1|0.0401|163.60399999999998|3|0.512
Sweet Child O' Mine|52|234133|0.0867|0.5920000000000001|0.865|3.53e-06|7|0.10300000000000001|-3.1830000000000003|1|0.0282|124.27799999999999|4|0.659
Breathe - Remastered Version|54|247066|0.122|0.506|0.563|0.0|7|0.302|-6.881|1|0.0284|137.17700000000002|4|0.24600000000000002
She Talks To Angels - Acoustic Bonus Version|46|379360|0.391|0.47700000000000004|0.456|0.0|4|0.141|-7.726|1|0.0349|144.71|3|0.337
Cowboy Take Me Away|66|287266|0.365|0.467|0.622|0.00527|6|0.0982|-7.255|1|0.031|164.418|4|0.455
California Stars|57|298533|0.42200000000000004|0.622|0.736|1.18e-05|9|0.0829|-9.229|1|0.0292|110.24|4|0.723
Annabelle|42|243866|0.8959999999999999|0.575|0.20199999999999999|0.00528|9|0.139|-11.925999999999998|0|0.0317|149.509|4|0.284
In the Aeroplane Over the Sea|65|202346|0.395|0.275|0.7140000000000001|0.0|7|0.115|-5.124|1|0.0328|94.08200000000001|3|0.242
Semi-Charmed Life|76|268360|0.008320000000000001|0.64|0.8640000000000001|0.0|7|0.12300000000000001|-6.5760000000000005|1|0.0315|102.02600000000001|4|0.7
Mr. Jones|78|272506|0.21100000000000002|0.581|0.8170000000000001|1.42e-06|0|0.24600000000000002|-6.542000000000001|1|0.0382|141.607|4|0.779
Two Princes|74|256733|0.00162|0.5429999999999999|0.912|2.1000000000000002e-06|7|0.0565|-10.71|1|0.0601|103.73100000000001|4|0.836
Closing Time|75|273533|0.0237|0.486|0.867|1.66e-06|7|0.155|-5.483|1|0.0295|92.757|4|0.281
Save Tonight|68|239226|9.240000000000001e-05|0.547|0.693|5.4600000000000006e-05|0|0.113|-8.786|1|0.0353|119.56700000000001|4|0.583
Push|72|238666|0.0067|0.42|0.672|0.0|6|0.10800000000000001|-7.902|1|0.027000000000000003|168.019|4|0.47600000000000003
One Headlight|72|312587|0.00106|0.701|0.564|0.00277|2|0.0657|-9.039|1|0.0294|107.53299999999999|4|0.723
Hey Jealousy|63|236066|0.00117|0.46399999999999997|0.785|1.46e-06|6|0.32799999999999996|-7.42|0|0.0436|153.005|4|0.528
I'm Gonna Be (500 Miles)|77|219466|0.151|0.851|0.551|0.0|4|0.0827|-5.1770000000000005|1|0.0396|131.922|4|0.807
Good|63|185093|0.00037200000000000004|0.615|0.657|0.0204|7|0.132|-6.872999999999999|1|0.028999999999999998|109.95|4|0.792
If You Could Only See|57|263280|0.00131|0.41700000000000004|0.946|0.0|10|0.154|-4.056|0|0.0507|95.245|4|0.517
You Get What You Give|75|300773|0.171|0.618|0.8959999999999999|0.0|2|0.0875|-5.357|1|0.0307|113.961|4|0.711
Lump|70|134200|0.00468|0.499|0.873|0.0|6|0.165|-3.9019999999999997|1|0.0386|142.726|4|0.8640000000000001
Someday - Remastered|63|243333|0.0108|0.743|0.67|0.0702|1|0.22|-4.547|0|0.0293|110.83200000000001|4|0.934
All I Want|60|196333|0.0558|0.6|0.8109999999999999|6.82e-06|5|0.109|-7.693|1|0.0788|124.303|4|0.622
Flagpole Sitta|64|217266|0.0018399999999999998|0.35100000000000003|0.899|0.00011599999999999999|7|0.284|-4.119|1|0.0432|145.015|4|0.508
Laid|57|156866|0.0196|0.47700000000000004|0.965|0.000126|0|0.138|-5.735|1|0.0361|116.251|4|0.642
Selling The Drama|54|205413|0.00913|0.444|0.904|0.00011100000000000001|6|0.145|-6.733|1|0.0633|124.25299999999999|4|0.341
My Own Worst Enemy|73|169026|0.0012900000000000001|0.494|0.946|0.0|4|0.39799999999999996|-2.7569999999999997|1|0.0637|103.40799999999999|4|0.741
In The Meantime|62|299506|0.083|0.26899999999999996|0.895|0.00266|9|0.153|-6.382000000000001|1|0.11800000000000001|168.479|4|0.16
Barely Breathing|61|254546|0.0281|0.48200000000000004|0.807|0.0|0|0.177|-6.976|1|0.0457|187.918|4|0.516
The Way|65|257093|0.154|0.653|0.8740000000000001|1.36e-05|6|0.307|-5.66|0|0.0341|120.84|4|0.902
Everything You Want|65|257066|0.0504|0.637|0.759|0.0|3|0.0642|-6.388999999999999|0|0.0305|93.898|4|0.741
Dyslexic Heart|51|271200|0.0391|0.637|0.902|3.57e-06|0|0.128|-5.064|1|0.0292|136.575|4|0.843
What's My Age Again?|34|148573|0.0133|0.39799999999999996|0.9540000000000001|0.000218|6|0.0891|-7.372999999999999|1|0.0715|157.766|4|0.433
No Rain|75|217106|0.619|0.389|0.47600000000000003|5.0900000000000004e-05|9|0.255|-9.342|1|0.0316|148.11700000000002|4|0.5660000000000001
Virtual Insanity - Remastered|55|229360|0.12300000000000001|0.659|0.9490000000000001|0.0|6|0.133|-4.6819999999999995|1|0.105|92.025|4|0.512
Got You (Where I Want You)|56|242453|0.000405|0.47|0.644|0.293|8|0.134|-6.721|1|0.0269|75.597|4|0.521
High|5|273933|0.0328|0.47100000000000003|0.7709999999999999|1.19e-06|2|0.0594|-6.172000000000001|1|0.0365|160.958|4|0.221
Who's Gonna Ride Your Wild Horses|15|316426|0.040999999999999995|0.436|0.682|0.000155|7|0.0712|-10.597999999999999|1|0.0384|132.66299999999998|4|0.41600000000000004
What's Up?|80|295493|0.16|0.561|0.555|0.0|11|0.114|-9.734|0|0.0287|134.369|4|0.49700000000000005
Shimmer - Single Version|65|213948|0.0019199999999999998|0.263|0.784|0.0|7|0.15|-6.513999999999999|1|0.054000000000000006|114.671|4|0.385
How Bizarre|61|224165|0.32299999999999995|0.785|0.6859999999999999|1.83e-06|0|0.5660000000000001|-7.747999999999999|1|0.0497|124.91799999999999|4|0.838
She's so High|73|224693|0.2|0.537|0.84|2.15e-06|9|0.0998|-4.626|1|0.0363|124.26899999999999|4|0.21100000000000002
Runaway Train|70|265866|0.0132|0.613|0.72|0.0|0|0.10400000000000001|-7.957000000000001|1|0.0425|117.34100000000001|4|0.561
Alright|73|180880|0.000479|0.467|0.958|0.19899999999999998|4|0.299|-4.808|0|0.0775|145.92|4|0.701
Bitter Sweet Symphony|32|358426|0.0415|0.389|0.889|0.0|9|0.46299999999999997|-6.546|1|0.0442|171.12099999999998|4|0.524
Don't Speak|66|262746|0.27399999999999997|0.499|0.7609999999999999|9.38e-06|5|0.13699999999999998|-5.436|0|0.0367|76.118|4|0.5820000000000001
Right Here Right Now|56|189293|0.0088|0.657|0.608|3.45e-06|2|0.10300000000000001|-13.565|1|0.0287|106.86200000000001|4|0.723
Crazy for This Girl|56|202026|0.000487|0.457|0.9259999999999999|5.6899999999999994e-05|0|0.0949|-5.461|1|0.038|93.964|4|0.41
One Week|56|169760|0.00854|0.7020000000000001|0.898|0.000154|9|0.0917|-6.002999999999999|1|0.0373|112.845|4|0.731
Sex & Candy|70|173493|0.23800000000000002|0.67|0.5579999999999999|0.0|2|0.106|-9.158999999999999|1|0.0251|80.51100000000001|4|0.63
Send Me On My Way|57|261706|0.15|0.493|0.775|5.73e-06|0|0.142|-6.492999999999999|1|0.0752|119.384|4|0.6859999999999999
Feed the Tree|47|209000|0.00325|0.547|0.718|0.672|0|0.0718|-8.309|1|0.0269|137.97799999999998|4|0.868
Why I'm Here|50|238093|0.00913|0.638|0.6659999999999999|0.000843|8|0.111|-7.056|0|0.0233|100.01|4|0.47
Beautiful Girl|52|207546|0.0187|0.675|0.6659999999999999|0.6920000000000001|11|0.11199999999999999|-6.067|1|0.027000000000000003|120.55799999999999|4|0.434
That Was A Crazy Game of Poker|53|522760|0.0323|0.529|0.665|1.11e-06|0|0.068|-8.658|1|0.0997|80.821|4|0.618
Losing My Religion|7|267760|0.122|0.667|0.877|0.0|9|0.124|-4.541|0|0.0291|125.416|4|0.8109999999999999
Unbelievable|11|209813|0.000341|0.637|0.8490000000000001|0.0386|1|0.141|-6.855|1|0.0362|104.074|4|0.9359999999999999
Little Black Backpack - Remastered|6|224939|0.000136|0.452|0.85|0.0|7|0.0988|-4.918|1|0.0503|118.1|4|0.324
Teenage Dirtbag|72|241840|0.36|0.617|0.84|8.85e-05|4|0.179|-4.063|1|0.0512|94.676|4|0.57
Come Out and Play|11|197800|0.0943|0.514|0.884|1.52e-06|7|0.0654|-3.765|1|0.151|158.262|4|0.898
All Star|83|200373|0.0319|0.731|0.861|0.0|11|0.0829|-5.881|1|0.0323|104.03399999999999|4|0.78
Absolutely (Story of a Girl) - Radio Mix|68|189333|0.000891|0.48100000000000004|0.94|0.0|7|0.0939|-5.204|1|0.066|96.493|4|0.66
Roll To Me|60|132306|0.41700000000000004|0.5660000000000001|0.804|0.0|6|0.11199999999999999|-5.7829999999999995|1|0.0364|149.989|4|0.858
Hey Leonardo (She Likes Me For Me)|4|208493|0.0437|0.637|0.846|0.0|1|0.105|-3.6630000000000003|1|0.0346|103.119|4|0.634
Inside Out|68|219466|0.114|0.483|0.818|0.0|11|0.36700000000000005|-7.666|1|0.0444|175.668|4|0.691
Blister in the Sun - 2002 Remastered Version|69|144333|0.21899999999999997|0.701|0.261|0.0|0|0.0821|-19.846|1|0.0938|97.042|4|0.89
Cannonball|8|215573|0.00971|0.498|0.685|0.775|3|0.365|-11.795|1|0.0394|112.49|4|0.765
Iris|79|289906|0.00133|0.29100000000000004|0.79|5.61e-06|11|0.0811|-5.683|0|0.0363|155.667|3|0.513
Into Your Arms|6|164466|0.0271|0.48|0.8909999999999999|3.24e-06|2|0.185|-5.001|1|0.0332|123.961|4|0.662
Mmm Mmm Mmm Mmm|59|235173|0.25|0.58|0.575|1.83e-05|3|0.0813|-7.72|1|0.0231|92.934|4|0.37
Santa Monica|68|191506|0.156|0.491|0.9420000000000001|0.0|7|0.36700000000000005|-5.332999999999999|1|0.132|100.446|4|0.387
It's The End Of The World As We Know It (And I Feel Fine)|67|246933|0.026000000000000002|0.38299999999999995|0.893|0.0|7|0.0251|-8.638|1|0.037000000000000005|205.544|4|0.8029999999999999
Shine|67|306040|0.294|0.54|0.423|0.0884|6|0.152|-8.799|1|0.0283|150.135|4|0.353
Run-Around|61|280093|0.0721|0.58|0.899|0.0|7|0.0942|-5.502999999999999|1|0.0818|152.311|4|0.847
Lullaby|52|329866|0.0211|0.626|0.731|0.00231|7|0.249|-8.0|1|0.0455|79.971|4|0.545
You Don't Know How It Feels|66|289440|0.11900000000000001|0.765|0.502|0.0011|9|0.171|-7.393|1|0.0321|144.204|4|0.836
All For You|66|218706|0.0399|0.631|0.7559999999999999|4.3700000000000005e-05|8|0.0924|-6.377999999999999|1|0.0376|137.039|4|0.6709999999999999
Linger|77|274706|0.0783|0.439|0.434|4.8700000000000005e-05|7|0.14|-14.918|1|0.0265|94.845|4|0.204
Ironic|60|225933|0.25|0.295|0.593|0.0|11|0.23600000000000002|-7.572|1|0.0555|85.48200000000001|4|0.37
Breakfast At Tiffany's|68|257373|0.12|0.628|0.8290000000000001|0.0|2|0.09699999999999999|-5.484|1|0.0293|110.37700000000001|4|0.503
Crash into Me|68|316466|0.122|0.541|0.677|0.0191|4|0.0938|-10.764000000000001|1|0.0373|101.1|4|0.555
Counting Blue Cars (Tell Me Your Thoughts On God)|60|291906|0.0105|0.461|0.802|2.18e-05|2|0.253|-4.279|1|0.028999999999999998|100.179|4|0.384
One Man Army|49|202293|0.0273|0.406|0.888|0.0|6|0.0848|-4.204|1|0.131|159.386|4|0.5920000000000001
Lovefool - Radio Edit|75|193893|0.0646|0.64|0.602|0.0|9|0.375|-7.902|1|0.0299|111.87|4|0.951
Stupid Girl|59|258133|0.00336|0.588|0.804|0.00172|11|0.0358|-4.006|1|0.0333|120.015|4|0.736
The Freshmen|65|269466|0.0757|0.5710000000000001|0.505|1.04e-05|1|0.109|-9.312000000000001|0|0.0238|99.56200000000001|4|0.276
Glycerine|15|266493|0.0365|0.447|0.337|0.00124|5|0.0945|-11.402000000000001|1|0.0325|114.42200000000001|4|0.0827
The Distance|63|179600|0.0095|0.456|0.752|0.00145|11|0.0573|-8.121|0|0.09|183.56900000000002|4|0.897
The Impression That I Get|66|194760|0.0908|0.425|0.9359999999999999|0.00469|4|0.201|-5.354|1|0.145|182.31799999999998|4|0.665
Far Behind|55|299733|0.00187|0.552|0.645|1.38e-06|7|0.0424|-6.595|1|0.0268|89.51799999999999|4|0.588
Buddy Holly|72|159586|0.00611|0.535|0.9309999999999999|7.26e-05|8|0.0887|-4.012|1|0.0451|120.958|4|0.825
What I Got|20|171066|0.0172|0.795|0.706|0.000384|7|0.326|-7.494|1|0.10099999999999999|95.59299999999999|4|0.623
Wonderwall - Remastered|75|258732|0.000453|0.37200000000000005|0.865|0.0|2|0.23399999999999999|-4.918|1|0.0381|174.53|4|0.478
Kiss Me|24|204753|0.11599999999999999|0.529|0.741|1.23e-06|3|0.0736|-5.6610000000000005|1|0.0268|100.00399999999999|4|0.455
Closer to Fine|55|241600|0.368|0.54|0.677|0.0|9|0.22399999999999998|-6.349|1|0.0286|98.339|4|0.748
Life Is A Highway|65|266560|0.0681|0.6829999999999999|0.7509999999999999|8.36e-06|5|0.248|-10.184|1|0.0346|103.036|4|0.841
Fade Into You|72|295600|0.245|0.42|0.33|0.000679|9|0.0677|-13.925|1|0.0275|157.143|3|0.175
New Age Girl|0|199087|0.105|0.632|0.6459999999999999|0.0|2|0.0454|-7.2|1|0.0519|137.933|4|0.777
Friday I'm In Love|66|214400|0.0009720000000000001|0.526|0.762|0.00011599999999999999|0|0.33799999999999997|-12.437000000000001|0|0.0342|136.203|4|0.505
High And Dry|74|257480|0.0718|0.418|0.38299999999999995|0.0177|4|0.0896|-11.782|1|0.0257|87.773|4|0.35200000000000004
Loser|70|235000|0.0341|0.66|0.627|9.640000000000001e-05|6|0.385|-10.397|0|0.124|85.44|4|0.789
She Don't Use Jelly|58|222278|0.207|0.33|0.556|4.39e-05|7|0.315|-11.494000000000002|1|0.0796|173.828|4|0.506
Everything About You|47|255160|0.00878|0.494|0.8170000000000001|2.26e-06|1|0.0958|-8.408999999999999|1|0.0516|122.671|4|0.755
Everything Falls Apart|49|234133|0.0465|0.573|0.818|0.0|4|0.111|-5.157|1|0.0471|128.987|4|0.789
Freak Of The Week|45|200640|0.000543|0.618|0.82|0.0|11|0.546|-4.593|0|0.0577|130.709|4|0.51
Better Days (And The Bottom Drops Out)|54|207026|0.17300000000000001|0.758|0.8959999999999999|3.18e-05|9|0.136|-3.3110000000000004|1|0.0501|94.911|4|0.797
Standing Outside a Broken Phone Booth with Money in My Hand|55|336800|0.136|0.725|0.614|0.792|0|0.062|-7.015|1|0.0409|95.039|4|0.429
Bound For The Floor|55|223213|0.00011399999999999999|0.621|0.495|0.00126|6|0.0592|-7.492000000000001|1|0.0618|119.20700000000001|4|0.638
Smells Like Teen Spirit|77|301920|2.8600000000000004e-05|0.516|0.9059999999999999|0.000101|1|0.105|-4.525|1|0.0658|116.775|4|0.728
Wonderwall - Remastered|75|258732|0.000453|0.37200000000000005|0.865|0.0|2|0.23399999999999999|-4.918|1|0.0381|174.53|4|0.478
Basket Case|81|181533|0.00293|0.442|0.943|8.71e-06|3|0.091|-3.205|1|0.0602|85.064|4|0.7809999999999999
Zombie|82|306410|0.0163|0.299|0.613|0.00359|7|0.368|-9.012|1|0.0347|166.96|4|0.306
Are You Gonna Go My Way|75|211933|0.00165|0.619|0.67|0.0109|11|0.331|-10.319|0|0.0353|129.267|4|0.777
All Star|41|200373|0.0395|0.731|0.867|0.0|11|0.0861|-5.881|1|0.032|104.01899999999999|4|0.7759999999999999
Come As You Are|74|218920|0.000182|0.505|0.825|0.0009480000000000001|4|0.0855|-5.721|0|0.0401|119.98700000000001|4|0.541
Self Esteem|71|257826|0.0204|0.488|0.862|0.0|0|0.359|-7.595|1|0.0476|104.56|4|0.706
Losing My Religion|20|268933|0.0943|0.7|0.6859999999999999|1.93e-06|9|0.0847|-10.338|0|0.0279|125.412|4|0.815
Under The Bridge|83|264306|0.0576|0.5589999999999999|0.345|0.000105|4|0.141|-13.495999999999999|1|0.0459|84.581|4|0.45799999999999996
Song 2 - 2012 Remastered Version|77|121160|0.0017800000000000001|0.674|0.789|0.0071|8|0.0754|-6.903|1|0.0676|129.804|4|0.9179999999999999
Bitter Sweet Symphony|32|358426|0.0415|0.389|0.889|0.0|9|0.46299999999999997|-6.546|1|0.0442|171.12099999999998|4|0.524
Creep|24|235666|0.00563|0.532|0.344|0.00047300000000000006|7|0.115|-13.057|1|0.035|91.834|4|0.126
Nothing Else Matters|29|388733|0.0505|0.5579999999999999|0.364|5.02e-06|4|0.0753|-11.258|0|0.0265|142.171|3|0.17
The Kids Aren't Alright|39|180160|0.00594|0.527|0.941|2.8899999999999998e-05|1|0.0641|-4.213|1|0.0377|99.63600000000001|4|0.7929999999999999
All The Small Things|80|168000|0.0122|0.439|0.8909999999999999|0.0|0|0.547|-4.763999999999999|1|0.057|148.599|4|0.695
Don't Speak|39|263000|0.24|0.522|0.7070000000000001|2.0399999999999998e-05|5|0.156|-7.1129999999999995|0|0.0354|76.05|4|0.5720000000000001
Killing In The Name|79|313573|0.0266|0.466|0.833|0.0|7|0.0327|-4.215|1|0.304|88.785|4|0.6609999999999999
Closing Time|33|273533|0.0204|0.48100000000000004|0.865|1.24e-06|7|0.17|-5.497999999999999|1|0.0283|92.086|4|0.24100000000000002
Loser|70|235000|0.0341|0.66|0.627|9.640000000000001e-05|6|0.385|-10.397|0|0.124|85.44|4|0.789
Don't Look Back In Anger - Remastered|66|289559|0.0596|0.33299999999999996|0.922|2.05e-06|0|0.126|-4.087|1|0.0592|162.97799999999998|4|0.335
Everlong|78|250546|5.96e-05|0.41200000000000003|0.882|0.00031|11|0.0805|-5.54|0|0.0369|158.066|4|0.35600000000000004
1979 - Remastered 2012|76|266200|0.0166|0.765|0.7879999999999999|0.588|3|0.0513|-9.896|1|0.0332|126.87899999999999|4|0.9640000000000001
Drive|68|232533|0.0538|0.6509999999999999|0.7929999999999999|0.01|4|0.13699999999999998|-7.312|0|0.0338|90.573|4|0.682
November Rain|38|537506|0.0165|0.19699999999999998|0.629|0.27899999999999997|11|0.125|-9.291|1|0.03|79.495|4|0.221
Santeria|24|183200|0.0223|0.6729999999999999|0.772|1.23e-06|1|0.141|-5.246|0|0.0427|90.35600000000001|4|0.585
Black Hole Sun|78|318586|0.00020299999999999997|0.354|0.825|6.95e-05|6|0.0758|-5.325|1|0.0406|105.495|4|0.16
No Rain|75|217106|0.619|0.389|0.47600000000000003|5.0900000000000004e-05|9|0.255|-9.342|1|0.0316|148.11700000000002|4|0.5660000000000001
Alive|19|341160|0.00541|0.298|0.825|1.4599999999999999e-05|2|0.44|-8.052999999999999|1|0.0408|75.592|4|0.54
Semi-Charmed Life|76|268360|0.008320000000000001|0.64|0.8640000000000001|0.0|7|0.12300000000000001|-6.5760000000000005|1|0.0315|102.02600000000001|4|0.7
Hallelujah|74|413320|0.9209999999999999|0.33899999999999997|0.14300000000000002|0.0006360000000000001|0|0.37200000000000005|-10.78|1|0.0317|101.213|3|0.0948
Alright|73|180880|0.000479|0.467|0.958|0.19899999999999998|4|0.299|-4.808|0|0.0775|145.92|4|0.701
Say It Ain't So|74|256880|0.00328|0.635|0.435|6.78e-06|3|0.071|-7.521|1|0.031|76.098|4|0.45899999999999996
Sabotage|73|178440|0.032|0.324|0.938|0.0321|6|0.0961|-7.332000000000001|0|0.102|168.13099999999997|4|0.5429999999999999
Bullet With Butterfly Wings|18|257706|5.01e-05|0.389|0.705|0.86|10|0.09|-10.331|0|0.0553|122.154|4|0.555
Interstate Love Song|73|193613|0.000552|0.214|0.9470000000000001|0.00352|4|0.23800000000000002|-5.053|1|0.0507|170.61599999999999|4|0.483
Every You Every Me|69|213800|2.7000000000000002e-05|0.478|0.9229999999999999|0.7190000000000001|10|0.325|-7.547000000000001|1|0.0569|133.134|4|0.165
Lump|70|134200|0.00468|0.499|0.873|0.0|6|0.165|-3.9019999999999997|1|0.0386|142.726|4|0.8640000000000001
Glycerine - Remastered|28|266493|0.0325|0.42700000000000005|0.337|0.00215|5|0.0872|-11.38|1|0.0324|114.075|4|0.0849
Epic|69|293653|0.0222|0.358|0.893|0.0524|4|0.126|-7.486000000000001|0|0.12|174.238|4|0.262
Celebrity Skin|26|162493|1.3500000000000001e-05|0.44299999999999995|0.8959999999999999|0.000101|9|0.369|-6.162999999999999|1|0.0457|134.145|4|0.733
Closer|69|373306|0.000365|0.5589999999999999|0.725|0.5529999999999999|10|0.11199999999999999|-8.631|0|0.0426|90.012|4|0.501
The Distance|63|179600|0.0095|0.456|0.752|0.00145|11|0.0573|-8.121|0|0.09|183.56900000000002|4|0.897
Stupid Girl|59|258133|0.00336|0.588|0.804|0.00172|11|0.0358|-4.006|1|0.0333|120.015|4|0.736
Hedonism - Just Because You Feel Good|62|207360|0.0874|0.563|0.536|0.000105|10|0.16399999999999998|-9.488|1|0.0286|81.094|4|0.312
Would?|72|206773|0.000332|0.305|0.8320000000000001|2.4e-05|6|0.091|-7.981|1|0.0398|100.677|4|0.585
Hunger Strike - 25th Anniversary Mix|63|246266|0.0249|0.384|0.733|2.61e-05|7|0.114|-6.522|1|0.0318|137.834|4|0.314
Tomorrow - Remastered|67|266280|0.0006580000000000001|0.292|0.7140000000000001|0.000109|2|0.102|-4.919|1|0.0316|151.412|3|0.462
Cannonball|68|213693|0.00915|0.502|0.758|0.7829999999999999|3|0.284|-9.76|1|0.0407|112.508|4|0.7290000000000001
Popular|61|220586|0.007509999999999999|0.444|0.884|8.94e-05|7|0.11599999999999999|-6.104|1|0.11900000000000001|94.82|4|0.29600000000000004
9 to 5|75|162466|0.41600000000000004|0.5539999999999999|0.7829999999999999|1.54e-06|6|0.631|-5.852|1|0.0457|105.39|4|0.813
All I Am|87|218868|0.0445|0.74|0.669|0.0|0|0.184|-5.199|1|0.0373|122.007|4|0.536
Save Tonight|40|242733|9.44e-05|0.545|0.6990000000000001|5.79e-05|0|0.12|-8.76|1|0.0338|119.589|4|0.6
Heart to Love|59|197666|0.0423|0.518|0.73|0.000788|0|0.11|-6.232|0|0.040999999999999995|98.96600000000001|4|0.591
Everywhere|31|222733|0.218|0.69|0.54|0.00657|4|0.115|-10.515999999999998|1|0.0317|114.846|4|0.764
Guiding Light|73|217633|0.0632|0.5539999999999999|0.667|1.4300000000000002e-05|7|0.0686|-9.343|1|0.0439|100.01700000000001|4|0.281
In the Morning|55|152520|0.0252|0.644|0.777|0.0|6|0.0554|-6.165|0|0.0284|126.257|4|0.966
breathin|94|198160|0.0211|0.568|0.6559999999999999|1.3699999999999998e-05|8|0.213|-5.412999999999999|1|0.0433|100.04899999999999|4|0.364
I'm Yours|86|242186|0.595|0.6859999999999999|0.457|0.0|11|0.105|-8.322000000000001|1|0.0468|150.953|4|0.718
Send My Love (To Your New Lover)|75|223080|0.0415|0.69|0.524|3.16e-06|6|0.17|-8.39|0|0.10300000000000001|164.023|4|0.562
Fake Friends|67|174774|0.00418|0.629|0.596|0.0|0|0.28600000000000003|-4.44|1|0.193|172.032|4|0.649
Down Under|76|220866|0.0485|0.746|0.79|0.0261|11|0.0534|-4.7|0|0.0257|107.23100000000001|4|0.8909999999999999
Love Someone|87|205463|0.161|0.55|0.415|0.0|9|0.10800000000000001|-6.557|0|0.052000000000000005|172.065|4|0.27399999999999997
Let You Love Me|90|190000|0.28800000000000003|0.531|0.8540000000000001|0.0|10|0.0773|-3.1489999999999996|1|0.198|94.419|4|0.456
Superstition - Single Version|67|244826|0.0179|0.647|0.742|0.000594|8|0.046|-8.788|1|0.0953|100.645|4|0.868
Head Held High|68|214880|0.00818|0.527|0.941|2.37e-06|6|0.397|-3.3760000000000003|1|0.0551|94.056|4|0.44
Are You Ready For Love - '79 Version Radio Edit|60|210500|0.266|0.8059999999999999|0.74|0.00237|2|0.13699999999999998|-4.695|1|0.0313|116.507|4|0.7390000000000001
The Way I Am|83|186080|0.314|0.755|0.769|2.38e-06|10|0.0628|-5.6579999999999995|0|0.18600000000000003|114.96600000000001|4|0.642
Breakfast At Tiffany's|70|257186|0.113|0.624|0.826|0.0|2|0.0938|-5.534|1|0.0287|110.37200000000001|4|0.526
